Name;Link;Inhalt
Kartoffelpuffer gefüllt;https://www.kochenfuerviele.de/mittagessen-kochen/Kartoffelpuffer-gefuellt.html;"Kochen für Viele - Kochrezepte und Tipps    Kartoffelpuffer gefüllt    Kategorie: Vegetarisches    Aufwand/Kosten: mittel/moderat    Personenzahl: 12    Zutaten:   1,8 kg mehlig kochende Kartoffeln  300 g frische Pilze  6 Lauchzwiebeln  150 g steinlose Oliven  6 Tomaten  3 EL Schnittlauch  3 EL Petersilie  60 ml Sahne  3 Schalotten  6 EL Mehl  3 Eier  300 g Schafskäse  3 Zwiebeln  Olivenöl  Pfeffer, Salz      Zubereitung       Kartoffeln erst schälen, dann mit der Hilfe einer Reibe fein reiben. Die Zwiebel ebenfalls schälen und auch reiben. Unter die Mischung aus Zwiebeln und Kartoffeln werden nun das Mehl und die Eier gegeben und mit Pfeffer und Salz gewürzt. Öl in einer Pfanne erhitzen und immer 2-3 EL des Kartoffelteiges hinein geben und etwas glatt drücken. Die Kartoffelpuffer werden nun beidseitig knusprig angebraten. Dann die Pilze in Scheiben schneiden, vorher putzen. Die Schalotten, Petersilie und Schnittlauch werden in kleine Würfel geschnitten. In einer zweiten Pfanne ein wenig Olivenöl erhitzen und die Schalotten darin schwenken. Im Anschluss daran die Pilze zugeben, würzen und scharf anbraten. Danach noch die Sahne zugeben und das Ganze einkochen lassen. Die fertige Masse wird dann zusammen mit frisch gehackten Kräutern über die Kartoffelpuffer gegeben. Die Tomaten werden gewürfelt, die Oliven in Scheiben, die Lauchzwiebeln in Ringe geschnitten. Alle Zutaten in einer Pfanne schwenken, dazu ein wenig Öl zugeben. Noch mit Pfeffer abschmecken und den Schafskäse, der vorher in Würfel von etwa 1 cm geschnitten wurde, zugeben. Den Käse in der Pfanne kurz erwärmen und dann zusammen mit den restlichen Zutaten über die Kartoffelpuffer geben.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Ofenkartoffeln gefüllt;https://www.kochenfuerviele.de/mittagessen-kochen/Ofenkartoffeln-gefuellt.html;"Kochen für Viele - Kochrezepte und Tipps    Ofenkartoffeln gefüllt    Kategorie: Vegetarisches    Aufwand/Kosten: mittel/moderat    Personenzahl: 16    Zutaten:   16 Kartoffeln, mehlig kochend  16 Majoran Zweige  14-16 Lorbeerblätter  grobes Salz  10 EL Olivenöl  2 reife Camemberts oder auch Vacherin-Käse  schwarz gemahlener Pfeffer      Zubereitung       Kartoffeln werden gründlich gewaschen und abgetrocknet. In einer ausreichend großen feuerfesten Form wird das grobe Salz dazu genutzt, um ein etwa 2 cm hohes Bett zu gestalten, auf welches die Kartoffeln gelegt werden. Diese dann noch mit ein wenig Öl einreiben und im Backofen auf der zweiten Schiene von unten für 60 Minuten bei 180°C backen. Nach der ersten Hälfte der Backzeit werden die Kartoffeln gewendet und wieder mit Öl eingestrichen. Dazwischen werden nun Lorbeerblätter verteilt. In der Zwischenzeit die Majoranblätter abzupfen und eine Öffnung in die oberste Rinde des Vacherins einschneiden. Dies dient der späteren erleichterten Entnahme des Käses. Sind die Kartoffeln fertig, werden sie aus dem Ofen genommen, leicht eingeschnitten und mit den Fingern auseinandergedrückt. Von dem Käse nun 1-2 EL in jede Kartoffel geben, Pfeffer und Majoran zum garnieren darüber geben. Damit die Kartoffeln nicht so schnell auskühlen, können sie auf dem Salzbett serviert werden.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Auf Tomaten-Lauch Salat gebettete Zucchiniröllchen gefüllt;https://www.kochenfuerviele.de/mittagessen-kochen/Tomaten-Lauch-Salat-Zucchiniroellchen.html;"Kochen für Viele - Kochrezepte und Tipps     Auf Tomaten-Lauch Salat gebettete Zucchiniröllchen gefüllt    Kategorie: Vegetarisches    Aufwand/Kosten: normal/moderat    Personenzahl: 12    Zutaten:   12 Zucchini  150 g Mascarpone  12 Tomaten  9 EL Balsamico  1 1/2 EL fein geschnittene Petersilie  1 1/2 EL Schnittlauchröllchen  3 Knoblauchzehen  3 TL Senf  180 g Ziegenfrischkäse  3 Stangen Porree  3 EL Thymianblättchen  Pfeffer, Salz  Olivenöl      Zubereitung       Die Zucchini wird der Länge nach in Scheiben geschnitten, dann mit Pfeffer und Salz gewürzt. Olivenöl und eine angedrückte Knoblauchzehe in eine Pfanne geben und die Zucchinischeiben darin beidseitig anbraten, am Ende werden die Thymianblättchen zum bestreuen verwendet. Wichtig dabei, dass die Zucchinischeiben keine farblichen Veränderungen durch das Braten erreichen, sondern lediglich weich werden sollen. 6 Tomaten werden nun enthäutet, entkernt und in kleine Würfel geschnitten. Dann wird die Mascarpone mit dem Ziegenfrischkäse, den Tomatenwürfeln, ein wenig Thymian, Schnittlauch und Petersilie zusammengegeben und vermengt. Die daraus entstandene Käsemasse wird auf die nun mittlerweile kalten Zucchinischeiben gestrichen, welche dann aufgerollt und mittels Zahnstochern fixiert werden.  Nun putzt man noch den Porree, schneidet ihn fein und blanchiert in kurz in heißem Salzwasser. Senf und Balsamico mit einem Schneebesen vermischen und dabei etwa 375 ml Olivenöl hineintröpfeln lassen. Die daraus entstandene Vinaigrette wird noch mit Pfeffer und Salz abgeschmeckt, bevor der Lauch darin mariniert wird. Die noch übrigen Tomaten werden in Scheiben geschnitten und auf Tellern schön angerichtet. Dazu gibt man nun den marinierten Lauch und bettet noch die gefüllten Zucchiniröllchen obenauf.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Maiskolben gegrillt mit Limettenbutter;https://www.kochenfuerviele.de/mittagessen-kochen/Maiskolben-gegrillt-mit-Limettenbutter.html;"Kochen für Viele - Kochrezepte und Tipps    Maiskolben gegrillt mit Limettenbutter    Kategorie: Vegetarisches    Aufwand/Kosten: wenig/gering    Personenzahl: 12    Zutaten:   18 Maiskolben geputzt  6 unbehandelte Limetten  375 g Butter weich  1 1/2 l Wasser  3 l Milch  6 Chilischoten rot  3 Prisen Salz  3 TL Zucker      Zubereitung       In einem Topf Wasser und Milch zusammen erhitzen, den Zucker und das Salz hinzufügen. Bei mittlerer Hitze werden die Maiskolben zugegeben und für weitere 20-25 Minuten bei dieser Temperatur gekocht. Anschließend werden die Kolben zum guten Abtropfen aus der Milch genommen. Mit einer Küchenreibe werden die Schalen der Limetten abgeraspelt, die Chilischoten werden klein gehackt. Beides gut mit der weichen Butter vermengen und ein wenig salzen. Die gekochten Maiskolben nun in eine Grillpfanne geben und für maximal 8 Minuten in heißem Olivenöl grillen, bevor sie zusammen mit der Limettenbutter serviert werden.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Gnocchipfanne mit Rosenkohl;https://www.kochenfuerviele.de/mittagessen-kochen/Gnocchipfanne-mit-Rosenkohl.html;"Kochen für Viele - Kochrezepte und Tipps    Gnocchipfanne mit Rosenkohl    Kategorie: Vegetarisches    Aufwand/Kosten: normal/moderat    Personenzahl: 12    Zutaten:   1,5 kg Rosenkohl  2,4 kg Gnocchi  300 g Pinienkerne  18 Salbeistiele  450 g getrocknete Tomaten in Öl, abgetropft  6 EL Olivenöl  Pfeffer, Salz      Zubereitung       Der Rosenkohl wird geputzt, geviertelt und zum blanchieren für 4 Minuten in kochendes Salzwasser gegeben. Nach dem abgießen noch kurz abschrecken. Pinienkerne werden ohne Fett in eine Pfanne gegeben und dort angeröstet. Die Salbeiblätter zupft man von den Stielen und hackt sich grob, während man die getrockneten Tomaten in Streifen geschnitten werden. In der Zwischenzeit kocht man die Gnocchi wie auf der Packung angegeben in kochendem Salzwasser, gießt sie ab und brät sie dann in einer Pfanne mit den 6 EL Olivenöl an. Dazu werden auch die Pinienkerne, der Salbei und die getrockneten Tomaten gegeben und alles wird kurz gut durchgeschwenkt. Abschließend gibt man noch den abgetropften Rosenkohl zu der Gnocchipfanne und schwenkt alle Zutaten miteinander noch mal durch. Zum Ende mit Pfeffer und Salz abschmecken, bevor es zum servieren auf einer Platte angerichtet wird.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Ciabattabrötchen mit italienischer Antipasti;https://www.kochenfuerviele.de/mittagessen-kochen/Ciabattabroetchen-mit-italienischer-Antipasti.html;"Kochen für Viele - Kochrezepte und Tipps    Ciabattabrötchen mit italienischer Antipasti    Kategorie: Vegetarisches    Aufwand/Kosten: mittel/moderat    Personenzahl: 12    Zutaten:   1200 g Antipasti aus der Kühltruhe  12 Ciabattabrötchen  18 Blätter Rucolasalat  6 EL Balsamico  9 Tomaten  1 1/2 EL Rapsöl  3 EL Basilikum  4 1/2 EL Pinienkerne  6 EL kalt gepresstes Limettenöl  1 1/2 TL Knoblauch  Melisse, Pfeffer, Salz      Zubereitung       Die Antipasti über die Nacht zum auftauen in den Kühlschrank geben. Nach dem waschen des Rucola wird dieser getrocknet und in Streifen geschnitten. Das Basilikum von den Blättern zupfen und ebenfalls in Streifen schneiden. Die Tomaten müssen gesäubert und die Stiele herausgeschnitten werden. Dann auch sie in feine Streifen schneiden. Ein wenig Rapsöl in einer kleinen Pfanne erhitzen und die Pinienkerne darin anrösten. Die noch gefrorenen Ciabattabrötchen werden für ca. 10 Minuten bei 180°C in den Backofen gegeben. Sind sie fertig, lässt man sie kurz auskühlen und schneidet sie dann auf. Nun mit dem Limettenöl bestreichen und die Antipasti darauf legen. Auf die Brötchen nun eine Kugel Mozarella, die vorher den Antipasti entnommen wurde legen und nochmals im Backofen überbacken. Die restlichen Antipasti werden zusammen mit dem noch übrigen Rucola, dem Knoblauch, dem Limettenöl sowie Balsamico vermengt und noch einmal abgeschmeckt. Vor dem servieren werden die Tomatenscheiben ähnlich wie beim Carpaccio auf dem Tellerrand angerichtet und mit gemahlenem Pfeffer gewürzt. Dann werden die Antipasti darauf gelegt. Das Ganze mit Zitronenmelisse und den gerösteten Pinienkernen garnieren und die Ciabattabrötchen dazu reichen.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Kartoffelpuffer mit Apfelmus;https://www.kochenfuerviele.de/mittagessen-kochen/Kartoffelpuffer-mit-Apfelmus.html;"Kochen für Viele - Kochrezepte und Tipps    Kartoffelpuffer mit Apfelmus    Kategorie: Vegetarisches    Aufwand/Kosten: mittel/gering    Personenzahl: 12    Zutaten:   6 kg Kartoffeln  4,5 kg Äpfel  9 Eier  6 kleine Zwiebeln  150 g Mehl  9 EL Preiselbeeren aus dem Glas  300 g Zucker  6 gestrichene TL Salz  Schmalz oder Öl zum ausbacken      Zubereitung       Zuerst werden die Äpfel gewaschen, dann in Viertel geschnitten und in einem Topf mit 3 Tassen Wasser gekocht. Danach in ein Passiersieb geben und durchpassieren. Die Preiselbeeren und den Zucker in das noch heiße Apfelmus geben und verrühren, dann zur Seite stellen. Dann schält man die Kartoffeln, wäscht sie und gibt sie in den Mixer oder raspelt sie mit einer Küchenreibe. Auch die geschälten Zwiebeln raspelt man oder gibt sie zum zerkleinern in den Mixer. Im Anschluss werden sie zusammen mit den Kartoffeln, Mehl, Eier und Salz verrührt. Dann Fett in einer Bratpfanne erhitzen und 1 EL Kartoffelteig pro Kartoffelpuffer hinein geben und platt drücken. Nun werden die Puffer von beiden Seiten für ungefähr 2-3 Minuten angebraten. Die goldbraunen Kartoffelpuffer aus der Pfanne nehmen und auf ein angerichtetes Küchenkrepp legen, damit es abtropfen kann. Zusammen mit dem Apfelmus servieren.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Nasi-Goreng Vegetarisch;https://www.kochenfuerviele.de/mittagessen-kochen/Nasi-Goreng-Vegetarisch.html;"Kochen für Viele - Kochrezepte und Tipps    Nasi-Goreng Vegetarisch    Kategorie: Vegetarisches    Aufwand/Kosten: normal/moderat    Personenzahl: 12    Zutaten:   375 g Basmati Reis  6 Zucchini  6 EL Ketjap Manis  6 Möhren  6 TL Sambal Olek  6 Knoblauchzehen  600 g Gemüsezwiebel  6 Eier  3 Paprikaschoten rot  90 g Ingwer  3 Stangen Lauch  15 EL Erdnussöl  Pfeffer, Salz      Zubereitung       Den Basmati Reis nach Packungsanweisung kochen und zur Seite stellen. Das Gemüse wird nach dem waschen in gleich große Stücke geschnitten. Die Knoblauchzehen werden gehackt, die Zwiebel fein geschnitten. Sambal Olek, Ketjap Manis und die Eier werden miteinander verquirlt. Nun werden in einer Pfanne, besser noch in einem Wok 6 EL Öl erhitzt und als erstes den Ingwer und die gehackten Knoblauchzehen für 2-3 Minuten anbraten lassen. Zwiebeln, Möhren, Lauch und Paprika hinein geben und weitere 2 Minuten anbraten. Am Ende noch die Zucchini zufügen. Das noch übrige Öl wird in einer separaten Pfanne erhitzt und darin der Reis angebraten. Dann das Gemüse ebenfalls in die Pfanne geben und alles mit der Eimischung begießen. Salz und Pfeffer zugeben und sofort heiß servieren.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Vegetarischer Borschtsch;https://www.kochenfuerviele.de/mittagessen-kochen/Vegetarischer-Borschtsch.html;"Kochen für Viele - Kochrezepte und Tipps    Vegetarischer Borschtsch    Kategorie: Vegetarisches    Aufwand/Kosten: mittel/moderat    Personenzahl: 12    Zutaten:   3 Weißkohlköpfe  1500 g Karotten  6 Kohlrabiknollen  5-6 Becher Schmand oder saure Sahne  3 mittelgroße Dosen Mais  6 Bund Suppengrün  3 kg Kartoffeln, mehlig kochend  750 g rote Beete frisch oder aus dem Glas  etwas Öl  8-9 Zwiebeln  Gemüsebrühe  Zitrone oder Essig  Liebstöckel, Pfeffer, Salz      Zubereitung       Zwiebeln in feine Würfel schneiden, die Kohlköpfe vierteln und die Strunke herausschneiden. Dann ein scharfes Messer zur Hand nehmen und die Kohlköpfe in Streifen schneiden. Die anderen Gemüsearten ebenfalls schälen und in etwa 1 cm große Würfel schneiden. Reichlich Öl in einen Topf geben und die Zwiebeln hinein geben und andünsten lassen, bis sie eine goldgelbe Farbe bekommen.  Sellerie, Kartoffeln und Karotten zu den Zwiebeln geben, alles mit Wasser auffüllen und die Gemüsebrühe dazugeben. Mit Liebstöckel, Pfeffer und Salz abschmecken. Kocht das Wasser, gibt man 6 Schnapsgläser voll Zitronensaft oder Essig unterrühren. Nun das noch übrige Gemüse in die Suppe geben und für etwa 15 Minuten kochen lassen. Das Gemüse ist gar, wenn die Kartoffeln beginnen auseinander zu fallen und die Suppe somit sämig wird. Bei Bedarf noch einmal abschmecken, 3 Prisen Zucker und ein wenig Sahne unter den Borschtsch rühren, fertig.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Apfelkompott;https://www.kochenfuerviele.de/dessert-salate-rezepte/Apfelkompott.html;"Kochen für Viele - Kochrezepte und Tipps   Apfelkompott    Kategorie: Dessert    Aufwand/Kosten: simpel/günstig    Personenzahl: 10    Zutaten:   10 Äpfel  5 Zitronen  2 Ltr Apfelsaft  Stangen Zimt nach Geschmack  Vanilleschoten nach Geschmack  250 gr Zucker  120 gr Speisestärke  3 Becher Sahne (200g)  20 EL Apfelsaft  Kakaopulver  Zimt  Eventuell Rosinen      Zubereitung       Die Äpfel schälen, entkernen und achteln. Anschließend in dünne Scheiben schneiden und mit dem Saft einer Zitrone beträufeln. So verhindert man, dass die Äpfel braun anlaufen. Apfelsaft, Vanilleschoten und Zimtstangen aufkochen. Zucker einrühren. Etwa zwei bis drei Minuten köcheln lassen. Zimtstangen und Vanilleschoten aus dem Sud nehmen. Äpfel zufügen und in etwa 5 Minuten bissfest garen. Eventuell länger köcheln. Je nach Sorte kann die Garzeit differieren. Die Speisestärke in 20 EL Apfelsaft einrühren. Zu dem Apfelkompott geben und aufkochen. Anschließend kühl stellen. Wer mag, kann auch Rosinen zum Apfelkompott geben. Das rundet den Geschmack ab, ist aber gerade mit Jugendlichen schwierig. Besser vorher abklären, ob Rosinen im Essen erwünscht sind. Den Apfelkompott kühl stellen. So kann er auch gut durchziehen. Vor dem Servieren die Schlagsahne steif schlagen, über dem Kompott verteilen. Mit einer Zimt-Kakao-Mischung bestreuen. Die Zubereitungszeit beträgt etwa 1 Stunde. Kann auch von Ungelernten gekocht werden.    [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Bananen – Stracciatella - Milch;https://www.kochenfuerviele.de/dessert-salate-rezepte/Bananen-Stracciatella-Milch.html;"Kochen für Viele - Kochrezepte und Tipps   Bananen – Stracciatella - Milch    Kategorie: Dessert    Aufwand/Kosten: sehr simpel /günstig    Zubereitungszeit: etwa 30 Minuten    Personenzahl: 15    Zutaten:   2.5 Ltr. Milch  20 Kugeln Stracciatella – Eis  10 kleine Bananen  5 EL Honig  5 Becher Schlagsahne  5 Pckchen Vanillezucker  Evtl. Schokostreusel/~raspel, bunte Strohhalme zum Verzieren      Zubereitung       Die Bananen schälen und klein schneiden. Anschließend in einen Rührbecher geben. Milch, Stracciatella – Eis und Honig dazu geben. Alle Zutaten pürieren. Nach dem Mixen in Gläser füllen. Die Schlagsahne mit dem Vanillezucker steif schlagen und über die Bananen – Stracciatella - Milch geben. Die Gläser mit Schokoladenstreuseln oder Schokoladenraspeln und bunten Strohhalmen verzieren. Dieses Dessert eignet sich sowohl für heiße als auch für kühlere Tage. Da die Zubereitung schnell und einfach vonstatten geht, kann man sich ohne Probleme auch von ungelernten Händen helfen lassen. Dieser Milch-Mix ist sowohl bei Erwachsenen als auch bei Kindern sehr beliebt und passt als Nachtisch zu jedem Essen. Da Milchprodukte und Eis zur Verwendung kommen, sollte man unbedingt über die entsprechenden Lagermöglichkeiten und vor allem Kühlmöglichkeiten verfügen. Aufgrund der Einfachheit der Zubereitung, kann dieses Dessert auch von Kindern allein zubereitet werden. Wegen der Verwendung von Messern ist jedoch eine geübte Aufsichtsperson von Nöten!     [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Schokoladen-Bananen-Milcheisspeise;https://www.kochenfuerviele.de/dessert-salate-rezepte/Schokoladen-Bananen-Milcheisspeise.html;"Kochen für Viele - Kochrezepte und Tipps   Schokoladen-Bananen-Milcheisspeise    Kategorie: Dessert    Aufwand/Kosten: sehr simpel / günstig    Zubereitungszeit: etwa 20 Minuten    Personenzahl: 10    Zutaten:   Gläser  10 Bananen  2.5 Ltr. Milch  20 Kugeln Schokoladeneis  Evtl. Minzeblätter, bunte Strohhalme oder Cocktailschirmchen als Dekoration      Zubereitung       Wenn man die Gläser bereit gestellt hat, kann man daran gehen und die Bananen schälen und klein schneiden. Bananen, Milch und Schokoladeneis in eine Schüssel geben und mixen. Bei großen Mengen empfiehlt es sich, dies auf mehrere Portionen zu tun. Das Mixen kann mit dem Standmixer oder dem Pürierstab erfolgen. Abschließend wird der Bananen-Milch-Schokoladeneis-Mix auf die Gläser verteilt und mit Minze dekoriert. Das Dessert ist so einfach herzustellen, dass man sich durchaus auch von ungelernten Kräften helfen lassen kann. Vorsicht ist jedoch beim Umgang mit scharfen Messern geboten! Das Dessert ist einfach, da es aus wenigen Komponenten besteht und lässt sich schnell auch in größeren Mengen herstellen. Es ist optimal für jede Jahreszeit geeignet.     [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Crepes;https://www.kochenfuerviele.de/dessert-salate-rezepte/Crepes.html;"Kochen für Viele - Kochrezepte und Tipps   Crepes    Kategorie: Dessert    Aufwand/Kosten: einfach/günstig    Personenzahl: 10 (20 St – 2 St/Person)    Zutaten:   600g Mehl  4 Eier  60 ml Mineralwasser  6 Tüten Vanillezucker  2 TL Salz  2 EL Öl  400ml Milch      Zubereitung       Nehmen Sie eine ausreichend große Schüssel und sieben Sie das Mehl hinein. Anschließend kommt der Vanillezucker hinzu. Mischen Sie Mehl und Vanillezucker und geben Sie Salz, Eier und Öl hinzu. Nehmen Sie den Mixer und verrühren Sie alles. Geben Sie nach und nach Milch und Mineralwasser hinzu. Hat man das getan, sollte der Teig glatt und flüssig sein. Den Teig sollte man dann etwa eine halbe Stunde quellen lassen. Ist dies geschehen, stellt man eine ausreichend große aber flache Pfanne auf den Herd und lässt darin etwa 10g Butter schmelzen. Dahinein gibt man nun eine kleine Kelle Teig und verteilt diesen so, dass der Crepe dünn wie Pergament wird. Diesen sollte man nun von beiden Seiten goldgelb backen und dann auf einen Teller geben. Hat man alle Crepes gebacken kann man dazu Marmelade, Apfelmus oder auch Zimt und Zucker reichen. Auch Nougatcreme passt hervorragend zu diesem Dessert. Das Dessert ist simpel und mit einem Aufwand von etwa 30 Minuten sehr schnell zubereitet. Hier können auch ungelernte Kräfte helfen. Vorsicht bei Arbeiten am Herd!    [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
